account_id,fraud_probability,anomaly_score,declared_income_annual,total_deposits_90d,total_withdrawals_90d,num_deposits_90d,num_withdrawals_90d,deposit_withdraw_cycle_days_avg,vpn_usage_pct,countries_accessed_count,device_shared_count,ip_shared_count,account_age_days,kyc_face_match_score,deposits_vs_income_ratio
ACC-000017,0.04755839110763266,0.5250373235206173,56335.41801508937,12282.869999999999,6379.41,18,15,7.5249999999999995,19.2,2,0,3,47,0.892,0.8721232151134809
ACC-000018,0.04755839110763266,1.0,126477.77050459842,65870.88,38319.149999999994,33,12,1.0,12.1,1,3,0,324,0.97,2.083239923808719
ACC-000019,0.04755839110763266,0.7643601223771077,100923.8621810301,24724.92,13236.060000000001,30,12,1.0,6.1,4,3,0,220,0.8,0.9799434109257557
ACC-000020,0.04755839110763266,0.5958529088358075,22745.342281060963,5609.549999999999,2861.7599999999998,30,9,1.3125,17.5,7,0,0,466,0.764,0.9864962524169376
ACC-000021,0.04755839110763266,0.36606803517466135,44792.55899671463,7785.900000000001,4903.59,21,6,1.0,11.200000000000001,3,1,2,330,0.877,0.6952846262356699
ACC-000022,0.04755839110763266,0.6665005589550097,36028.94802012491,20986.11,8355.24,33,18,21.083333333333332,14.7,1,0,1,958,0.772,2.329915430494981
ACC-000023,0.04755839110763266,1.0,81679.07947986884,52073.37,29240.46,15,21,1.0,27.800000000000004,2,2,0,826,0.854,2.550145426093869
ACC-000024,0.04755839110763266,0.7284087732650815,90992.19445537258,18586.050000000003,13990.23,12,12,2.5791666666666666,9.700000000000001,2,2,0,54,0.857,0.8170398042453489
ACC-000025,0.04755839110763266,0.5264478417314377,88346.24382120746,24509.85,7490.789999999999,18,12,1.0,19.6,2,1,2,384,0.733,1.109718034614105
ACC-000026,0.04755839110763266,0.577415278688686,26256.668518746443,6561.93,4342.08,30,12,1.2583333333333333,13.200000000000001,4,1,1,258,0.71,0.999657863896736
ACC-000027,0.04755839110763266,0.6434587067531373,50477.05428833522,20820.81,18514.44,15,12,3.35,6.1,5,0,2,297,0.793,1.6499237303322345
ACC-000028,0.04755839110763266,0.946244244497634,107438.28054792766,55104.66,29847.48,12,18,9.904166666666667,21.3,4,0,0,67,0.849,2.051583894384933
ACC-000029,0.1251609965520298,1.0,45692.6591692833,31074.300000000003,28213.350000000002,42,36,1.1916666666666667,59.9,6,49,54,96,0.395,2.720289359863876
ACC-000030,0.04755839110763266,0.7861352057847172,13717.132834458294,2004.3000000000002,769.98,36,12,1.7625,11.3,1,1,2,1801,0.866,0.584463940450437
ACC-000031,0.1251609965520298,0.9723664414448041,43947.5672610683,24782.850000000002,21419.52,45,48,0.425,71.3,5,49,49,267,0.481,2.2556733689654265
ACC-000032,0.04755839110763266,0.5690139938271546,60081.193503928705,6372.09,3509.19,24,9,1.0,7.6,1,1,3,540,0.99,0.4242327863133792
ACC-000033,0.1251609965520298,1.0,71394.52721984952,44572.020000000004,38587.08,57,54,0.3125,88.9,4,49,54,74,0.784,2.497224039440112
ACC-000034,0.1251609965520298,0.49825787113262243,59060.20896381863,12395.91,4654.950000000001,12,18,1.3,76.89310462179539,2,0,2,95,0.692,0.839543537332285
ACC-000035,0.1251609965520298,1.0,41743.2770666055,55430.399999999994,52704.18000000001,33,39,0.5291666666666667,91.9,11,49,49,135,0.466,5.311553428098811
ACC-000036,0.04755839110763266,0.7595489166385812,20307.64096355462,3458.34,1620.5099999999998,21,18,1.0,22.2,4,1,1,146,0.972,0.681190597685463
ACC-000037,0.04755839110763266,0.587035932747617,44544.3920830083,9682.380000000001,3918.66,24,15,1.0,26.900000000000002,4,0,3,741,0.819,0.8694590523768408
ACC-000038,0.04755839110763266,0.4728474259525785,78378.3307907492,24780.42,19584.57,18,9,4.054166666666666,10.5,4,0,1,564,0.76,1.2646566155683312
ACC-000039,0.1251609965520298,0.971577187606892,49073.270058488495,27925.620000000003,24001.23,48,45,0.6958333333333333,64.5,6,49,53,323,0.52,2.276238445680942
ACC-000040,0.04755839110763266,0.772403103380957,73769.08696313127,28862.100000000002,25397.43,24,12,1.0,19.6,5,1,1,593,0.685,1.5649964839015964
ACC-000041,0.04755839110763266,0.7929733854831421,43232.87911797974,10695.630000000001,3636.42,21,21,1.5166666666666666,33.1,2,3,0,57,0.922,0.9895816033480178
ACC-000042,0.04755839110763266,0.7504849187609127,50447.18879216406,17852.34,8434.56,12,15,1.0,16.3,5,2,0,280,0.916,1.4155278479323683
ACC-000043,0.04755839110763266,0.3885474980547159,76595.52205679553,16923.75,14931.57,12,12,1.8458333333333332,17.9,2,0,1,177,0.922,0.8837978623267791
ACC-000044,0.1251609965520298,0.5994877196361391,52707.57709107878,22179.66,8072.52,21,9,1.0333333333333334,40.400000000000006,1,0,0,476,0.715,1.6832242746220525
ACC-000045,0.04755839110763266,0.4146362384185129,45818.95066282348,6920.280000000001,4109.91,12,6,1.0,11.899999999999999,1,1,0,209,0.601,0.6041408605639917
ACC-000046,0.04755839110763266,0.4083565547123455,84414.2329717046,22263.87,15440.07,15,21,1.0,21.5,2,1,2,549,0.951,1.0549817645474295
ACC-000047,0.04755839110763266,0.7535249392428227,55915.20064334439,6605.849999999999,2883.54,12,3,4.979166666666667,6.6000000000000005,2,2,2,576,0.836,0.4725628673274961
ACC-000048,0.1251609965520298,0.7905339389147376,35265.61813088903,9954.539999999999,7622.16,15,15,1.0,47.8,2,2,1,312,0.721,1.12909124412332
ACC-000049,0.1251609965520298,0.40477762604337486,54005.64662163118,15137.939999999999,12281.789999999999,21,21,1.4083333333333332,49.7,2,0,0,533,0.941,1.121212297415541
ACC-000050,0.04755839110763266,0.5941604312534204,46441.22945046406,6344.700000000001,3417.3599999999997,24,12,1.7375,15.5,6,1,0,587,0.819,0.546471291986398
ACC-000051,0.04755839110763266,0.6467580120349007,33253.95696172594,8713.26,6295.32,12,18,1.3291666666666666,7.3,3,2,2,456,0.926,1.0480858956162065
ACC-000052,0.04755839110763266,0.9470048085183326,193058.24007043103,57485.22,35551.26,18,21,1.3499999999999999,15.299999999999999,4,0,0,576,0.74,1.1910441540412562
ACC-000053,0.1251609965520298,0.9335741295607504,39211.64630097766,15045.119999999999,10653.69,30,15,1.0,42.699999999999996,2,2,0,781,0.532,1.5347600406182385
ACC-000054,0.04755839110763266,0.7679618096224691,69027.22414523814,29897.52,17040.03,12,9,1.0083333333333333,13.8,3,3,2,279,0.963,1.7325066947098111
ACC-000055,0.1251609965520298,0.5106919019932664,50722.363793752134,12860.76,4119.93,21,27,1.6333333333333335,57.99999999999999,2,0,0,192,0.843,1.0142076901838155
ACC-000056,0.04755839110763266,0.8709627176243487,121425.1125122262,35185.92,17404.11,21,24,1.2874999999999999,6.800000000000001,4,3,0,571,0.907,1.1590984429957163
ACC-000057,0.1251609965520298,0.6512194145478576,127222.43257943519,18558.239999999998,8850.539999999999,24,9,1.0,43.7,3,1,1,226,0.737,0.5834897566241571
ACC-000058,0.04755839110763266,0.42534818461580726,79359.91247168642,20730.9,17714.97,30,6,11.695833333333333,15.0,5,1,3,399,0.707,1.0449059016104258
ACC-000059,0.04755839110763266,0.40049569804094,94377.10526369794,27357.090000000004,15403.560000000001,9,3,1.6291666666666667,12.0,3,0,1,352,0.657,1.15948006692921
ACC-000060,0.04755839110763266,0.6888607529299576,22170.52374638718,4747.26,3997.62,12,12,7.716666666666666,4.0,3,0,0,2178,0.969,0.8564990807980533
ACC-000061,0.04755839110763266,0.7419003569153719,122754.36624412717,31703.22,9618.78,27,15,1.2166666666666666,7.000000000000001,4,0,1,861,0.713,1.0330617248608174
ACC-000062,0.04755839110763266,0.5358100613187379,89266.53863257333,26390.850000000002,17928.72,18,15,1.0,5.3,2,1,1,1384,0.883,1.182564466665404
ACC-000063,0.1251609965520298,0.5692715648926165,39259.051350708585,6106.5599999999995,3505.1400000000003,27,9,2.4250000000000003,46.5,6,0,1,608,0.778,0.622182355052559
ACC-000064,0.04755839110763266,0.37097660114960845,41003.38873043339,12977.34,4241.01,12,9,1.5291666666666668,11.899999999999999,4,0,1,537,0.968,1.265977557341378
ACC-000065,0.04755839110763266,0.7828503761340979,53664.69893460978,15119.82,8779.380000000001,21,24,1.0,5.7,3,2,2,611,0.591,1.1269833317998414
ACC-000066,0.04755839110763266,0.831780434517682,210945.5457506927,46042.29,24416.13,21,24,1.25,18.099999999999998,3,1,1,255,0.827,0.873064856698972
ACC-000067,0.04755839110763266,0.4778314550538411,50012.39029379735,17915.1,7666.26,9,21,1.8916666666666666,28.000000000000004,2,1,1,128,0.961,1.4328522491679736
ACC-000068,0.04755839110763266,0.5989734224048031,38653.03193173564,8353.74,2901.0299999999997,27,15,1.1208333333333333,18.6,3,0,1,721,0.893,0.8644854887701898
ACC-000069,0.04755839110763266,0.572592736044293,38790.08455629468,20866.14,16154.699999999999,12,3,1.0,14.7,1,0,0,672,0.892,2.151698322150567
ACC-000070,0.04755839110763266,0.8931615204777529,18699.986487319224,6125.67,4073.94,9,24,3.283333333333333,11.600000000000001,2,2,0,1681,0.846,1.3103033936426842
ACC-000071,0.04755839110763266,0.5825394248611995,91933.55605639117,22665.329999999998,14832.96,21,6,3.8333333333333335,18.6,5,1,2,951,0.831,0.98616097672837
ACC-000072,0.04755839110763266,0.6408892977348225,93655.07491743611,31488.239999999998,26559.33,18,3,1.0,9.1,2,1,0,260,0.79,1.344859735164638
ACC-000073,0.04755839110763266,0.8694080269575118,10225.98815494189,3667.7999999999997,1127.4,21,21,9.795833333333333,33.7,4,1,0,132,0.775,1.4347031438553923
ACC-000074,0.04755839110763266,0.7003843687166332,142735.45311737404,24613.98,15380.73,6,18,1.0,9.700000000000001,2,3,1,571,0.92,0.6897789334218184
ACC-000075,0.04755839110763266,0.7031418334946734,52817.50826747381,12332.130000000001,10749.27,27,15,6.895833333333333,28.4,2,2,3,413,0.804,0.9339415766478364
ACC-000076,0.1251609965520298,0.9003906501225606,30184.649821294406,14073.51,14034.0,36,33,0.17500000000000002,86.0,9,49,43,464,0.431,1.8649888740798903
ACC-000077,0.1251609965520298,0.6696131130000919,22909.287517151453,4612.47,2690.34,18,18,1.0,49.2,1,1,2,696,0.936,0.8053436932567997
ACC-000078,0.1251609965520298,0.7338103149042093,27019.987688127338,16477.5,5631.33,21,24,1.0,87.69262942782011,2,0,1,123,0.657,2.4393067529969645
ACC-000079,0.04755839110763266,0.4821583422207567,75280.16951396134,9919.14,7165.799999999999,24,12,2.9250000000000003,7.000000000000001,2,0,0,217,0.651,0.5270522101254066
ACC-000080,0.1251609965520298,1.0,62904.17103611452,27535.739999999998,27501.090000000004,45,48,0.12916666666666668,66.7,5,49,47,837,0.319,1.7509636537220945
ACC-000081,0.04755839110763266,0.6163165100468976,31114.231309207764,10153.92,3893.31,18,12,1.4749999999999999,12.3,4,1,2,150,0.687,1.305371592455031
ACC-000082,0.04755839110763266,0.9284432413905402,19269.1030130849,3747.51,2559.33,15,21,1.7625,17.5,5,3,2,627,0.816,0.7779339877586241
ACC-000083,0.04755839110763266,0.7841721245104061,50747.630850487185,9166.380000000001,4803.96,21,24,1.0,7.3999999999999995,1,4,0,1102,0.95,0.722507529704814
ACC-000084,0.04755839110763266,0.830251570232977,31686.974641647117,9242.460000000001,5904.6900000000005,21,9,10.408333333333333,14.2,4,2,3,941,0.788,1.1667207502205683
ACC-000085,0.04755839110763266,0.7718977943315419,61730.270777447455,16282.89,11478.119999999999,9,15,1.0,21.8,4,4,2,793,0.854,1.0551001602710155
ACC-000086,0.04755839110763266,0.8033788109379734,103179.15051072318,35298.33,12723.51,15,6,5.120833333333334,27.400000000000002,2,3,1,633,0.91,1.3684290151435397
ACC-000087,0.04755839110763266,0.8074493907338032,31944.881665254667,8875.8,4265.37,3,12,4.05,35.9,2,2,2,396,0.839,1.1113902786194143
ACC-000088,0.1251609965520298,0.8408410380361965,28492.373937034514,8723.94,8398.02,45,48,3.0,79.7,5,49,46,399,0.583,1.224742290673971
ACC-000089,0.04755839110763266,0.6477671673770604,117806.11613132624,21571.02,8664.69,24,18,1.2291666666666667,8.9,5,1,0,1606,0.81,0.7324246288914918
ACC-000090,0.04755839110763266,0.9580057536843084,64988.73505415059,24659.129999999997,17017.35,24,9,1.0,24.4,4,2,0,1100,0.566,1.517748552643477
ACC-000091,0.04755839110763266,0.8187788718617963,78202.20095432951,19972.170000000002,16015.829999999998,18,24,6.133333333333333,35.4,2,2,2,1998,0.78,1.0215652786668843
ACC-000092,0.1251609965520298,0.9342785621590822,39774.37981957284,15065.130000000001,15039.810000000001,69,69,1.5374999999999999,84.2,5,49,47,710,0.562,1.5150592055819938
ACC-000093,0.04755839110763266,0.5535371185834459,128562.70373008595,22670.43,17481.87,12,15,1.0,10.5,5,0,0,289,0.736,0.7053500309022724
ACC-000094,0.1251609965520298,0.5380367550011055,78759.22386187591,14121.150000000001,8379.48,24,12,1.0625,49.9,3,0,0,202,0.685,0.7171811502611394
ACC-000095,0.04755839110763266,0.46159079899128114,32211.492197110165,6950.07,5765.64,18,9,1.2583333333333333,14.000000000000002,6,1,0,584,0.736,0.8630531644571633
ACC-000096,0.1251609965520298,1.0,38042.417241731906,42768.090000000004,41807.46,36,39,0.30833333333333335,56.599999999999994,10,49,46,248,0.527,4.496883737394178
ACC-000097,0.04755839110763266,0.7441873443746434,15322.457961641472,7247.039999999999,3660.06,24,9,1.0,32.7,1,0,2,640,0.821,1.891875658914801
ACC-000098,0.04755839110763266,0.6944021686231342,114431.99728149996,10114.59,6189.27,15,12,1.0,10.9,3,0,0,1868,0.71,0.3535583146018824
ACC-000099,0.04755839110763266,0.7658819814564478,28554.35537788902,9277.68,6384.63,12,18,1.0,11.799999999999999,1,2,2,276,0.946,1.2996527918012002
ACC-000100,0.04755839110763266,0.5564595736928124,60704.04022396356,19163.489999999998,14805.449999999999,27,12,1.0,20.599999999999998,4,1,0,346,0.976,1.262748620744912
ACC-000101,0.1251609965520298,0.9422673440245488,44466.96385981727,23807.670000000002,23780.04,48,54,0.14166666666666666,88.3,6,49,53,410,0.287,2.1416052340717693
ACC-000102,0.04755839110763266,0.682041251978383,26083.215608122242,9058.86,8100.6900000000005,30,21,1.0,7.3999999999999995,1,0,2,347,0.862,1.3892253583444805
ACC-000103,0.1251609965520298,0.6075184893071016,73591.76252516637,17950.920000000002,7006.68,24,21,1.2,46.0,4,1,2,64,0.835,0.9757020851567708
ACC-000104,0.04755839110763266,0.9022911248647159,18004.65828121309,3945.66,2470.44,15,12,1.4666666666666668,16.5,3,3,0,254,0.56,0.8765843055777083
ACC-000105,0.04755839110763266,0.6688071745743569,49668.99756452115,21808.170000000002,6769.74,18,15,1.0,28.599999999999998,4,0,2,150,0.731,1.756279213823797
ACC-000106,0.1251609965520298,0.9216277646103147,34932.329290613154,15275.82,14596.949999999999,21,27,0.17916666666666667,54.1,7,49,47,234,0.25,1.749188602757788
ACC-000107,0.1251609965520298,1.0,63883.26389768112,56559.270000000004,57355.049999999996,42,42,0.4875,90.60000000000001,7,49,47,601,0.25,3.541414544966164
ACC-000108,0.1251609965520298,0.9167487112183423,35618.88767885899,17154.18,16228.619999999999,45,48,0.45416666666666666,55.2,5,49,51,479,0.556,1.9264134330726497
ACC-000109,0.04755839110763266,0.38593088621361665,96324.3969625203,14092.98,8862.03,24,15,1.0,12.1,2,0,1,424,0.961,0.5852293973199453
ACC-000110,0.04755839110763266,0.6464715592257269,27189.066015651617,4375.38,2510.82,12,15,2.1041666666666665,27.800000000000004,3,0,1,664,0.903,0.6436954728412129
ACC-000111,0.04755839110763266,0.8960446182618734,24211.29911763299,2706.75,914.8499999999999,12,9,1.0666666666666667,10.6,1,2,2,523,0.823,0.4471866981237904
ACC-000112,0.04755839110763266,0.4947468284964707,87039.0257453665,18319.739999999998,15731.939999999999,36,21,4.125,15.0,4,0,0,552,0.802,0.8419097278191237
ACC-000113,0.04755839110763266,0.8541075487967473,76019.94033997759,51307.44,26174.489999999998,6,12,1.0,18.5,3,1,0,167,0.809,2.699683226252817
ACC-000114,0.04755839110763266,0.654850129919686,33409.84705034578,5595.0,4172.16,33,0,2.095833333333333,19.6,4,0,0,306,0.822,0.6698627561591527
ACC-000115,0.04755839110763266,0.5663312871267935,48707.77563351471,14539.199999999999,12758.579999999998,27,21,7.741666666666667,21.099999999999998,3,1,1,100,0.977,1.1939929590984946
ACC-000116,0.04755839110763266,0.4069708208820048,67535.52548016889,13840.199999999999,11699.97,9,18,2.2125,27.3,4,1,0,589,0.826,0.8197283554612945
ACC-000117,0.04755839110763266,0.40602466035116375,39242.25316522055,8956.380000000001,6354.93,24,6,1.2583333333333333,32.5,2,1,0,186,0.788,0.9129332188236798
ACC-000118,0.04755839110763266,0.5549716096677431,103281.6908051233,17854.65,5550.93,12,21,3.1458333333333335,11.200000000000001,3,0,0,1553,0.844,0.6914935109190319
ACC-000119,0.1251609965520298,1.0,27802.89466594546,29378.28,26266.5,48,48,1.375,69.5,10,49,53,78,0.254,4.226652517963883
ACC-000120,0.04755839110763266,0.526985340348702,52283.66279793092,10662.75,3733.1099999999997,18,6,1.4875,17.2,3,0,0,2500,0.737,0.8157625507933697
ACC-000121,0.1251609965520298,0.447747776276517,46534.0589055517,8216.97,4571.13,21,6,1.0,53.800000000000004,4,0,2,509,0.761,0.7063186074042844
ACC-000122,0.04755839110763266,1.0,78238.89988952133,37567.17,31871.58,12,12,2.5208333333333335,13.8,2,2,0,296,0.829,1.9206396721458272
ACC-000123,0.04755839110763266,0.7939674153375407,55138.708010895934,12355.650000000001,4591.41,21,15,1.0,26.0,3,3,1,699,0.632,0.8963326860959075
ACC-000124,0.04755839110763266,0.772126390357211,19087.23948465121,2662.11,1925.04,15,9,1.0291666666666666,23.7,5,1,1,1740,0.908,0.5578856744177961
ACC-000125,0.04755839110763266,1.0,174239.504704391,74192.81999999999,34883.97,21,3,2.591666666666667,24.7,7,2,1,2500,0.655,1.703237951638031
ACC-000126,0.04755839110763266,0.8666723163709348,15832.539924338798,2053.38,815.19,21,15,2.904166666666667,12.1,3,2,1,401,0.961,0.5187734448895163
ACC-000127,0.04755839110763266,0.9020388852911866,136298.87269165425,45677.159999999996,20287.41,21,15,3.8083333333333336,24.8,3,1,1,54,0.837,1.3405004392214446
ACC-000128,0.04755839110763266,0.7609674583121429,34907.887498588076,8513.49,4628.28,21,15,1.0,8.1,4,2,0,370,0.646,0.9755376785164664
ACC-000129,0.04755839110763266,0.655144025499787,41883.95054727018,17234.25,13498.439999999999,18,12,1.0,32.0,3,1,2,237,0.501,1.6459043241813267
ACC-000130,0.04755839110763266,1.0,181027.25041776148,30621.57,18651.36,30,21,1.0,25.0,4,2,0,777,0.771,0.6766178602399864
ACC-000131,0.1251609965520298,1.0,31495.88663468653,23290.41,23502.36,36,42,0.24166666666666667,47.5,6,49,49,11,0.387,2.9578984609064554
ACC-000132,0.04755839110763266,0.4604539917384266,55238.088918695896,21664.02,8786.91,12,6,1.9916666666666665,15.299999999999999,5,0,1,130,0.906,1.5687732476580705
ACC-000133,0.04755839110763266,0.7136112750228036,130120.26307186967,40022.22,18100.98,15,3,4.55,21.4,5,0,1,239,0.95,1.2303148182183956
ACC-000134,0.04755839110763266,0.8346486255967391,40718.43403904279,11095.23,9624.3,21,15,13.15,15.6,1,2,0,1580,0.816,1.0899475495401931
ACC-000135,0.1251609965520298,0.8544936993284349,38216.74184091672,11909.76,11846.97,39,36,0.9375,96.5,8,49,54,155,0.25,1.2465504579459086
ACC-000136,0.1251609965520298,0.6763190783979445,117256.29382122686,31877.28,15797.670000000002,15,9,30.0,46.300000000000004,5,1,2,1077,0.797,1.087439344325777
ACC-000137,0.04755839110763266,0.5368500653312265,54736.347977886166,9519.39,5644.11,15,18,5.854166666666667,20.7,4,1,2,266,0.764,0.6956539047898292
ACC-000138,0.04755839110763266,1.0,134852.55678480468,101139.42,57770.13,9,0,1.0,36.199999999999996,3,3,0,1309,0.93,3.0
ACC-000139,0.04755839110763266,0.5058877488158972,57679.72876295263,14840.04,7176.780000000001,18,18,2.75,30.2,2,1,0,169,0.756,1.0291345103706189
ACC-000140,0.04755839110763266,0.8363017124064387,42012.952065267214,9766.710000000001,3024.06,27,18,1.0,21.2,3,3,0,189,0.824,0.9298766265731097
ACC-000141,0.1251609965520298,0.5743850524080064,77652.95991315435,16802.489999999998,13349.550000000001,21,12,1.3499999999999999,41.199999999999996,4,1,2,1582,0.801,0.8655173328936175
ACC-000142,0.04755839110763266,0.7502007541136527,117231.20107059856,33475.53,11587.2,18,18,1.0,35.9,2,1,1,1512,0.879,1.1422056460751555
ACC-000143,0.04755839110763266,0.8081587061144674,37836.94095623557,11029.23,8536.2,6,15,4.054166666666666,28.1,3,3,0,59,0.841,1.1659743007923091
ACC-000144,0.04755839110763266,1.0,41080.80212552239,35946.45,31059.120000000003,27,24,3.0,32.5,5,49,47,580,0.324,3.5000738032379983
ACC-000145,0.04755839110763266,0.6860673297825322,29273.400789824955,9490.95,8036.52,27,12,1.3958333333333333,4.8,1,1,1,105,0.678,1.2968684167415503
ACC-000146,0.04755839110763266,0.46552575432015864,46744.244358732125,10653.93,6374.099999999999,30,15,1.0,10.7,3,0,0,1169,0.907,0.9116783423925908
ACC-000147,0.1251609965520298,0.5265724156512723,42870.75412353028,14003.880000000001,4298.79,6,12,4.479166666666667,42.5,2,0,0,1138,0.909,1.3066141832108802
ACC-000148,0.04755839110763266,1.0,68759.83868603094,42122.61,25728.629999999997,15,6,1.0,30.7,3,3,0,1952,0.893,2.450418630708605
ACC-000149,0.04755839110763266,0.7424962265960603,19887.30363612995,10163.01,8595.51,12,15,1.0,32.5,3,0,1,2216,0.633,2.0441231472884738
ACC-000150,0.1251609965520298,0.46926040030577465,51936.12379192559,14626.170000000002,4734.0,30,21,1.0,41.3,4,0,0,510,0.937,1.126473691269975
ACC-000151,0.04755839110763266,0.6687794052916401,93199.88526436882,34334.79,19734.57,18,12,1.1416666666666666,17.5,2,1,1,314,0.882,1.4735985179099635
ACC-000152,0.04755839110763266,0.5170281849361598,77645.33690650215,13105.74,9432.81,21,15,3.1625,18.9,1,1,1,395,0.884,0.6751590839934208
ACC-000153,0.1251609965520298,0.8287522041452142,96567.63016212665,21753.18,7389.36,12,0,1.0,42.199999999999996,1,2,1,355,0.71,0.9010544396607052
ACC-000154,0.1251609965520298,0.6993814073207797,89867.95448586601,13355.310000000001,5878.35,33,18,3.658333333333333,57.49999999999999,2,4,2,311,0.923,0.5944419999507716
ACC-000155,0.04755839110763266,0.5780515834166272,92541.0962978406,14382.21,4612.65,24,21,2.2375000000000003,21.2,7,0,2,334,0.834,0.6216572624223192
ACC-000156,0.04755839110763266,0.5254689592923724,31746.97799863924,8205.51,5203.38,21,6,1.1708333333333334,12.6,4,0,1,1245,0.783,1.033864046106026
ACC-000157,0.04755839110763266,0.5728783408576764,37057.54603792549,11809.650000000001,9316.41,30,18,2.129166666666667,18.5,2,0,0,110,0.568,1.2747355989019742
ACC-000158,0.04755839110763266,0.5978719355319223,97393.6010222755,30078.03,15458.01,30,9,16.933333333333334,23.599999999999998,5,0,2,1187,0.794,1.2353182132582097
ACC-000159,0.04755839110763266,0.9154871413417747,17100.767078087458,3238.74,1188.21,24,15,3.0375,32.9,3,2,0,400,0.574,0.7575654556589132
ACC-000160,0.04755839110763266,0.6257736190590699,19963.97832905477,6863.67,4224.54,21,0,21.47083333333333,10.100000000000001,2,1,1,92,0.723,1.375208753841213
ACC-000161,0.04755839110763266,0.5395192837285353,48865.87838510518,7832.82,6421.799999999999,36,3,3.5875,22.8,7,0,1,731,0.901,0.6411683891204479
ACC-000162,0.04755839110763266,0.5278690401241117,56682.47202054017,11061.33,7224.0,21,15,1.3875,19.5,3,0,2,85,0.967,0.7805822666231467
ACC-000163,0.04755839110763266,0.356457871450794,41282.6162546384,10014.210000000001,4313.43,18,12,1.2291666666666667,13.3,2,1,0,439,0.908,0.9703077568297624
ACC-000164,0.04755839110763266,0.7282404380493519,19223.435665159293,3464.31,1490.94,9,12,5.091666666666667,25.5,4,0,0,2500,0.887,0.7208529283777755
ACC-000165,0.04755839110763266,0.4605045462976665,116272.89407515853,21760.38,10988.22,24,15,26.833333333333332,28.7,3,0,0,257,0.947,0.7485970200956554
ACC-000166,0.04755839110763266,0.3578862374560176,39562.46798808059,11198.28,3923.43,12,15,1.4291666666666665,7.1,2,1,3,277,0.904,1.1322128835670358
ACC-000167,0.04755839110763266,0.6787160870932287,24622.604531014258,5236.26,3273.2699999999995,24,9,1.55,14.299999999999999,1,1,0,885,0.826,0.8506408109224355
ACC-000168,0.04755839110763266,0.9767614230750057,11618.927822867283,2751.21,2429.9700000000003,3,15,1.0,1.0999999999999999,2,2,3,761,0.904,0.9471453282286244
